country,area_code,area_name,macro_region,metric_key,metric_label,year,period,value,lower_ci,upper_ci,numerator,denominator,unit,population,measure_type,source_id,source_name,source_url
UK,E12000005,West Midlands,England,depression,Depression registered prevalence,2016,2016/17,9.327,9.301,9.354,429775,4607837,% registered prevalence,Registered patients aged 18+,QOF registered prevalence,848,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000005,West Midlands,England,depression,Depression registered prevalence,2017,2017/18,10.3,10.273,10.327,501866,4872274,% registered prevalence,Registered patients aged 18+,QOF registered prevalence,848,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000005,West Midlands,England,depression,Depression registered prevalence,2018,2018/19,11.195,11.167,11.223,551751,4928422,% registered prevalence,Registered patients aged 18+,QOF registered prevalence,848,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000005,West Midlands,England,depression,Depression registered prevalence,2019,2019/20,12.091,12.062,12.119,601416,4974265,% registered prevalence,Registered patients aged 18+,QOF registered prevalence,848,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000005,West Midlands,England,depression,Depression registered prevalence,2020,2020/21,12.983,12.953,13.012,648822,4997654,% registered prevalence,Registered patients aged 18+,QOF registered prevalence,848,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000005,West Midlands,England,depression,Depression registered prevalence,2021,2021/22,13.304,13.274,13.334,674175,5067462,% registered prevalence,Registered patients aged 18+,QOF registered prevalence,848,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000005,West Midlands,England,depression,Depression registered prevalence,2022,2022/23,13.965,13.935,13.995,717439,5137498,% registered prevalence,Registered patients aged 18+,QOF registered prevalence,848,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000005,West Midlands,England,depression,Depression registered prevalence,2024,2024/25,15.104,15.074,15.135,800276,5298380,% registered prevalence,Registered patients aged 18+,QOF registered prevalence,848,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000005,West Midlands,England,diabetes,Diabetes registered prevalence,2012,2012/13,6.742,6.719,6.764,316549,4695478,% registered prevalence,Registered patients aged 17+,QOF registered prevalence,241,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000005,West Midlands,England,diabetes,Diabetes registered prevalence,2013,2013/14,7.085,7.061,7.108,334083,4715613,% registered prevalence,Registered patients aged 17+,QOF registered prevalence,241,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000005,West Midlands,England,diabetes,Diabetes registered prevalence,2014,2014/15,7.281,7.258,7.304,346339,4756745,% registered prevalence,Registered patients aged 17+,QOF registered prevalence,241,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000005,West Midlands,England,diabetes,Diabetes registered prevalence,2015,2015/16,7.455,7.431,7.478,360389,4834366,% registered prevalence,Registered patients aged 17+,QOF registered prevalence,241,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000005,West Midlands,England,diabetes,Diabetes registered prevalence,2016,2016/17,7.545,7.521,7.569,352750,4675361,% registered prevalence,Registered patients aged 17+,QOF registered prevalence,241,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000005,West Midlands,England,diabetes,Diabetes registered prevalence,2017,2017/18,7.675,7.651,7.698,379210,4941010,% registered prevalence,Registered patients aged 17+,QOF registered prevalence,241,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000005,West Midlands,England,diabetes,Diabetes registered prevalence,2018,2018/19,7.84,7.816,7.863,391764,4997204,% registered prevalence,Registered patients aged 17+,QOF registered prevalence,241,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000005,West Midlands,England,diabetes,Diabetes registered prevalence,2019,2019/20,8.024,8.0,8.048,404744,5044148,% registered prevalence,Registered patients aged 17+,QOF registered prevalence,241,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000005,West Midlands,England,diabetes,Diabetes registered prevalence,2020,2020/21,8.01,7.987,8.034,406187,5070728,% registered prevalence,Registered patients aged 17+,QOF registered prevalence,241,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000005,West Midlands,England,diabetes,Diabetes registered prevalence,2021,2021/22,8.163,8.14,8.187,419816,5142822,% registered prevalence,Registered patients aged 17+,QOF registered prevalence,241,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000005,West Midlands,England,diabetes,Diabetes registered prevalence,2022,2022/23,8.387,8.363,8.411,437320,5214219,% registered prevalence,Registered patients aged 17+,QOF registered prevalence,241,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000005,West Midlands,England,diabetes,Diabetes registered prevalence,2023,2023/24,8.567,8.543,8.591,455337,5315155,% registered prevalence,Registered patients aged 17+,QOF registered prevalence,241,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000005,West Midlands,England,diabetes,Diabetes registered prevalence,2024,2024/25,8.773,8.749,8.797,472148,5381649,% registered prevalence,Registered patients aged 17+,QOF registered prevalence,241,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000005,West Midlands,England,hypertension,Hypertension registered prevalence,2012,2012/13,14.711,14.682,14.739,866313,5889056,% registered prevalence,All registered patients,QOF registered prevalence,219,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000005,West Midlands,England,hypertension,Hypertension registered prevalence,2013,2013/14,14.754,14.725,14.782,870926,5903071,% registered prevalence,All registered patients,QOF registered prevalence,219,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000005,West Midlands,England,hypertension,Hypertension registered prevalence,2014,2014/15,14.812,14.784,14.841,881679,5952302,% registered prevalence,All registered patients,QOF registered prevalence,219,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000005,West Midlands,England,hypertension,Hypertension registered prevalence,2015,2015/16,14.756,14.727,14.784,893088,6052567,% registered prevalence,All registered patients,QOF registered prevalence,219,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000005,West Midlands,England,hypertension,Hypertension registered prevalence,2016,2016/17,14.591,14.563,14.62,854745,5857967,% registered prevalence,All registered patients,QOF registered prevalence,219,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000005,West Midlands,England,hypertension,Hypertension registered prevalence,2017,2017/18,14.859,14.831,14.887,919848,6190414,% registered prevalence,All registered patients,QOF registered prevalence,219,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000005,West Midlands,England,hypertension,Hypertension registered prevalence,2018,2018/19,14.814,14.786,14.842,927722,6262578,% registered prevalence,All registered patients,QOF registered prevalence,219,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000005,West Midlands,England,hypertension,Hypertension registered prevalence,2019,2019/20,14.861,14.834,14.889,938869,6317523,% registered prevalence,All registered patients,QOF registered prevalence,219,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000005,West Midlands,England,hypertension,Hypertension registered prevalence,2020,2020/21,14.651,14.624,14.679,929449,6343755,% registered prevalence,All registered patients,QOF registered prevalence,219,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000005,West Midlands,England,hypertension,Hypertension registered prevalence,2021,2021/22,14.672,14.645,14.699,942230,6421968,% registered prevalence,All registered patients,QOF registered prevalence,219,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000005,West Midlands,England,hypertension,Hypertension registered prevalence,2022,2022/23,15.162,15.134,15.189,986638,6507401,% registered prevalence,All registered patients,QOF registered prevalence,219,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000005,West Midlands,England,hypertension,Hypertension registered prevalence,2023,2023/24,15.515,15.487,15.542,1027131,6620396,% registered prevalence,All registered patients,QOF registered prevalence,219,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000005,West Midlands,England,hypertension,Hypertension registered prevalence,2024,2024/25,15.943,15.915,15.971,1065908,6685811,% registered prevalence,All registered patients,QOF registered prevalence,219,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000006,East of England,England,asthma,Asthma registered prevalence,2020,2020/21,6.52,6.5,6.539,406296,6231896,% registered prevalence,Registered patients aged 6+,QOF registered prevalence,90933,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000006,East of England,England,asthma,Asthma registered prevalence,2021,2021/22,6.729,6.71,6.749,425299,6320267,% registered prevalence,Registered patients aged 6+,QOF registered prevalence,90933,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000006,East of England,England,asthma,Asthma registered prevalence,2022,2022/23,6.797,6.778,6.817,435524,6407530,% registered prevalence,Registered patients aged 6+,QOF registered prevalence,90933,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000006,East of England,England,asthma,Asthma registered prevalence,2023,2023/24,6.804,6.784,6.823,442269,6500442,% registered prevalence,Registered patients aged 6+,QOF registered prevalence,90933,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000006,East of England,England,asthma,Asthma registered prevalence,2024,2024/25,6.858,6.839,6.877,450303,6566184,% registered prevalence,Registered patients aged 6+,QOF registered prevalence,90933,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000006,East of England,England,cancer,Cancer registered prevalence,2012,2012/13,2.05,2.038,2.061,125314,6113986,% registered prevalence,All registered patients,QOF registered prevalence,276,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000006,East of England,England,cancer,Cancer registered prevalence,2013,2013/14,2.231,2.22,2.243,137516,6162937,% registered prevalence,All registered patients,QOF registered prevalence,276,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000006,East of England,England,cancer,Cancer registered prevalence,2014,2014/15,2.4,2.388,2.412,149862,6244583,% registered prevalence,All registered patients,QOF registered prevalence,276,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000006,East of England,England,cancer,Cancer registered prevalence,2015,2015/16,2.561,2.549,2.573,162474,6343899,% registered prevalence,All registered patients,QOF registered prevalence,276,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000006,East of England,England,cancer,Cancer registered prevalence,2016,2016/17,2.719,2.706,2.731,175437,6453089,% registered prevalence,All registered patients,QOF registered prevalence,276,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000006,East of England,England,cancer,Cancer registered prevalence,2017,2017/18,2.881,2.869,2.894,186104,6458693,% registered prevalence,All registered patients,QOF registered prevalence,276,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000006,East of England,England,cancer,Cancer registered prevalence,2018,2018/19,3.131,3.117,3.144,204513,6532563,% registered prevalence,All registered patients,QOF registered prevalence,276,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000006,East of England,England,cancer,Cancer registered prevalence,2019,2019/20,3.269,3.256,3.283,216521,6622754,% registered prevalence,All registered patients,QOF registered prevalence,276,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000006,East of England,England,cancer,Cancer registered prevalence,2020,2020/21,3.338,3.325,3.352,222147,6654328,% registered prevalence,All registered patients,QOF registered prevalence,276,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000006,East of England,England,cancer,Cancer registered prevalence,2021,2021/22,3.463,3.449,3.476,233324,6738385,% registered prevalence,All registered patients,QOF registered prevalence,276,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000006,East of England,England,cancer,Cancer registered prevalence,2022,2022/23,3.604,3.59,3.618,245849,6822379,% registered prevalence,All registered patients,QOF registered prevalence,276,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000006,East of England,England,cancer,Cancer registered prevalence,2023,2023/24,3.744,3.729,3.758,258716,6910865,% registered prevalence,All registered patients,QOF registered prevalence,276,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000006,East of England,England,cancer,Cancer registered prevalence,2024,2024/25,3.903,3.889,3.918,272138,6971858,% registered prevalence,All registered patients,QOF registered prevalence,276,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000006,East of England,England,chd,Coronary heart disease registered prevalence,2012,2012/13,3.256,3.242,3.27,199093,6113986,% registered prevalence,All registered patients,QOF registered prevalence,273,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000006,East of England,England,chd,Coronary heart disease registered prevalence,2013,2013/14,3.223,3.209,3.237,198639,6162937,% registered prevalence,All registered patients,QOF registered prevalence,273,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000006,East of England,England,chd,Coronary heart disease registered prevalence,2014,2014/15,3.179,3.165,3.193,198501,6244583,% registered prevalence,All registered patients,QOF registered prevalence,273,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000006,East of England,England,chd,Coronary heart disease registered prevalence,2015,2015/16,3.129,3.116,3.143,198513,6343899,% registered prevalence,All registered patients,QOF registered prevalence,273,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000006,East of England,England,chd,Coronary heart disease registered prevalence,2016,2016/17,3.093,3.08,3.107,199610,6453089,% registered prevalence,All registered patients,QOF registered prevalence,273,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000006,East of England,England,chd,Coronary heart disease registered prevalence,2017,2017/18,3.079,3.066,3.092,198857,6458693,% registered prevalence,All registered patients,QOF registered prevalence,273,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000006,East of England,England,chd,Coronary heart disease registered prevalence,2018,2018/19,3.069,3.055,3.082,200459,6532563,% registered prevalence,All registered patients,QOF registered prevalence,273,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000006,East of England,England,chd,Coronary heart disease registered prevalence,2019,2019/20,3.062,3.049,3.075,202781,6622754,% registered prevalence,All registered patients,QOF registered prevalence,273,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000006,East of England,England,chd,Coronary heart disease registered prevalence,2020,2020/21,3.02,3.007,3.033,200988,6654328,% registered prevalence,All registered patients,QOF registered prevalence,273,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000006,East of England,England,chd,Coronary heart disease registered prevalence,2021,2021/22,3.008,2.995,3.021,202668,6738385,% registered prevalence,All registered patients,QOF registered prevalence,273,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000006,East of England,England,chd,Coronary heart disease registered prevalence,2022,2022/23,2.988,2.975,3.0,203823,6822379,% registered prevalence,All registered patients,QOF registered prevalence,273,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000006,East of England,England,chd,Coronary heart disease registered prevalence,2023,2023/24,2.976,2.963,2.989,205658,6910865,% registered prevalence,All registered patients,QOF registered prevalence,273,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000006,East of England,England,chd,Coronary heart disease registered prevalence,2024,2024/25,2.989,2.976,3.001,208356,6971858,% registered prevalence,All registered patients,QOF registered prevalence,273,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000006,East of England,England,copd,COPD registered prevalence,2012,2012/13,1.665,1.655,1.675,101801,6113986,% registered prevalence,All registered patients,QOF registered prevalence,253,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000006,East of England,England,copd,COPD registered prevalence,2013,2013/14,1.706,1.695,1.716,105119,6162937,% registered prevalence,All registered patients,QOF registered prevalence,253,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000006,East of England,England,copd,COPD registered prevalence,2014,2014/15,1.743,1.733,1.754,108874,6244583,% registered prevalence,All registered patients,QOF registered prevalence,253,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000006,East of England,England,copd,COPD registered prevalence,2015,2015/16,1.775,1.765,1.786,112625,6343899,% registered prevalence,All registered patients,QOF registered prevalence,253,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000006,East of England,England,copd,COPD registered prevalence,2016,2016/17,1.787,1.777,1.798,115348,6453089,% registered prevalence,All registered patients,QOF registered prevalence,253,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000006,East of England,England,copd,COPD registered prevalence,2017,2017/18,1.813,1.803,1.823,117093,6458693,% registered prevalence,All registered patients,QOF registered prevalence,253,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000006,East of England,England,copd,COPD registered prevalence,2018,2018/19,1.846,1.835,1.856,120560,6532563,% registered prevalence,All registered patients,QOF registered prevalence,253,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000006,East of England,England,copd,COPD registered prevalence,2019,2019/20,1.853,1.843,1.863,122709,6622754,% registered prevalence,All registered patients,QOF registered prevalence,253,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000006,East of England,England,copd,COPD registered prevalence,2020,2020/21,1.842,1.832,1.852,122560,6654328,% registered prevalence,All registered patients,QOF registered prevalence,253,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000006,East of England,England,copd,COPD registered prevalence,2021,2021/22,1.801,1.791,1.811,121361,6738385,% registered prevalence,All registered patients,QOF registered prevalence,253,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000006,East of England,England,copd,COPD registered prevalence,2022,2022/23,1.783,1.773,1.793,121647,6822379,% registered prevalence,All registered patients,QOF registered prevalence,253,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000006,East of England,England,copd,COPD registered prevalence,2023,2023/24,1.789,1.779,1.799,123642,6910865,% registered prevalence,All registered patients,QOF registered prevalence,253,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000006,East of England,England,copd,COPD registered prevalence,2024,2024/25,1.804,1.794,1.814,125788,6971858,% registered prevalence,All registered patients,QOF registered prevalence,253,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000006,East of England,England,depression,Depression registered prevalence,2012,2012/13,5.745,5.725,5.766,277802,4835160,% registered prevalence,Registered patients aged 18+,QOF registered prevalence,848,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000006,East of England,England,depression,Depression registered prevalence,2013,2013/14,6.505,6.483,6.527,317297,4877707,% registered prevalence,Registered patients aged 18+,QOF registered prevalence,848,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000006,East of England,England,depression,Depression registered prevalence,2014,2014/15,7.23,7.208,7.253,357611,4945913,% registered prevalence,Registered patients aged 18+,QOF registered prevalence,848,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000006,East of England,England,depression,Depression registered prevalence,2015,2015/16,7.987,7.964,8.011,401471,5026299,% registered prevalence,Registered patients aged 18+,QOF registered prevalence,848,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000006,East of England,England,depression,Depression registered prevalence,2016,2016/17,8.638,8.613,8.662,441920,5116127,% registered prevalence,Registered patients aged 18+,QOF registered prevalence,848,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000006,East of England,England,depression,Depression registered prevalence,2017,2017/18,9.384,9.359,9.409,480818,5123736,% registered prevalence,Registered patients aged 18+,QOF registered prevalence,848,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000006,East of England,England,depression,Depression registered prevalence,2018,2018/19,10.114,10.088,10.14,524402,5184836,% registered prevalence,Registered patients aged 18+,QOF registered prevalence,848,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000006,East of England,England,depression,Depression registered prevalence,2019,2019/20,10.781,10.755,10.808,567117,5260169,% registered prevalence,Registered patients aged 18+,QOF registered prevalence,848,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000006,East of England,England,depression,Depression registered prevalence,2020,2020/21,11.306,11.279,11.333,598214,5290929,% registered prevalence,Registered patients aged 18+,QOF registered prevalence,848,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000006,East of England,England,depression,Depression registered prevalence,2021,2021/22,11.73,11.703,11.757,629194,5363976,% registered prevalence,Registered patients aged 18+,QOF registered prevalence,848,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000006,East of England,England,depression,Depression registered prevalence,2022,2022/23,12.223,12.195,12.25,663976,5432382,% registered prevalence,Registered patients aged 18+,QOF registered prevalence,848,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000006,East of England,England,depression,Depression registered prevalence,2024,2024/25,12.981,12.953,13.009,722807,5568271,% registered prevalence,Registered patients aged 18+,QOF registered prevalence,848,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000006,East of England,England,diabetes,Diabetes registered prevalence,2012,2012/13,5.778,5.758,5.799,283650,4908748,% registered prevalence,Registered patients aged 17+,QOF registered prevalence,241,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000006,East of England,England,diabetes,Diabetes registered prevalence,2013,2013/14,5.965,5.944,5.986,295334,4951239,% registered prevalence,Registered patients aged 17+,QOF registered prevalence,241,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000006,East of England,England,diabetes,Diabetes registered prevalence,2014,2014/15,6.066,6.045,6.087,304455,5019367,% registered prevalence,Registered patients aged 17+,QOF registered prevalence,241,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000006,East of England,England,diabetes,Diabetes registered prevalence,2015,2015/16,6.204,6.184,6.225,316401,5099559,% registered prevalence,Registered patients aged 17+,QOF registered prevalence,241,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000006,East of England,England,diabetes,Diabetes registered prevalence,2016,2016/17,6.317,6.297,6.338,327787,5188626,% registered prevalence,Registered patients aged 17+,QOF registered prevalence,241,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000006,East of England,England,diabetes,Diabetes registered prevalence,2017,2017/18,6.471,6.45,6.493,336133,5194075,% registered prevalence,Registered patients aged 17+,QOF registered prevalence,241,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000006,East of England,England,diabetes,Diabetes registered prevalence,2018,2018/19,6.666,6.645,6.687,350283,5254838,% registered prevalence,Registered patients aged 17+,QOF registered prevalence,241,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000006,East of England,England,diabetes,Diabetes registered prevalence,2019,2019/20,6.816,6.794,6.837,363329,5330819,% registered prevalence,Registered patients aged 17+,QOF registered prevalence,241,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000006,East of England,England,diabetes,Diabetes registered prevalence,2020,2020/21,6.864,6.843,6.886,368266,5364845,% registered prevalence,Registered patients aged 17+,QOF registered prevalence,241,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000006,East of England,England,diabetes,Diabetes registered prevalence,2021,2021/22,7.063,7.042,7.085,384177,5438988,% registered prevalence,Registered patients aged 17+,QOF registered prevalence,241,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000006,East of England,England,diabetes,Diabetes registered prevalence,2022,2022/23,7.309,7.287,7.331,402674,5509358,% registered prevalence,Registered patients aged 17+,QOF registered prevalence,241,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000006,East of England,England,diabetes,Diabetes registered prevalence,2023,2023/24,7.576,7.554,7.598,423497,5589924,% registered prevalence,Registered patients aged 17+,QOF registered prevalence,241,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000006,East of England,England,diabetes,Diabetes registered prevalence,2024,2024/25,7.903,7.881,7.926,446731,5652438,% registered prevalence,Registered patients aged 17+,QOF registered prevalence,241,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000006,East of England,England,hypertension,Hypertension registered prevalence,2012,2012/13,14.053,14.026,14.081,859211,6113986,% registered prevalence,All registered patients,QOF registered prevalence,219,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000006,East of England,England,hypertension,Hypertension registered prevalence,2013,2013/14,14.13,14.103,14.158,870841,6162937,% registered prevalence,All registered patients,QOF registered prevalence,219,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000006,East of England,England,hypertension,Hypertension registered prevalence,2014,2014/15,14.15,14.123,14.178,883638,6244583,% registered prevalence,All registered patients,QOF registered prevalence,219,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000006,East of England,England,hypertension,Hypertension registered prevalence,2015,2015/16,14.149,14.122,14.176,897594,6343899,% registered prevalence,All registered patients,QOF registered prevalence,219,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000006,East of England,England,hypertension,Hypertension registered prevalence,2016,2016/17,14.119,14.092,14.146,911105,6453089,% registered prevalence,All registered patients,QOF registered prevalence,219,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000006,East of England,England,hypertension,Hypertension registered prevalence,2017,2017/18,14.265,14.238,14.292,921341,6458693,% registered prevalence,All registered patients,QOF registered prevalence,219,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000006,East of England,England,hypertension,Hypertension registered prevalence,2018,2018/19,14.349,14.322,14.376,937333,6532563,% registered prevalence,All registered patients,QOF registered prevalence,219,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000006,East of England,England,hypertension,Hypertension registered prevalence,2019,2019/20,14.427,14.4,14.454,955478,6622754,% registered prevalence,All registered patients,QOF registered prevalence,219,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000006,East of England,England,hypertension,Hypertension registered prevalence,2020,2020/21,14.27,14.243,14.296,949551,6654328,% registered prevalence,All registered patients,QOF registered prevalence,219,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000006,East of England,England,hypertension,Hypertension registered prevalence,2021,2021/22,14.372,14.346,14.399,968448,6738385,% registered prevalence,All registered patients,QOF registered prevalence,219,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000006,East of England,England,hypertension,Hypertension registered prevalence,2022,2022/23,14.794,14.767,14.82,1009281,6822379,% registered prevalence,All registered patients,QOF registered prevalence,219,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000006,East of England,England,hypertension,Hypertension registered prevalence,2023,2023/24,15.148,15.122,15.175,1046884,6910865,% registered prevalence,All registered patients,QOF registered prevalence,219,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000006,East of England,England,hypertension,Hypertension registered prevalence,2024,2024/25,15.619,15.592,15.646,1088921,6971858,% registered prevalence,All registered patients,QOF registered prevalence,219,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000007,London,England,asthma,Asthma registered prevalence,2020,2020/21,4.721,4.708,4.735,457220,9683869,% registered prevalence,Registered patients aged 6+,QOF registered prevalence,90933,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
