country,area_code,area_name,macro_region,metric_key,metric_label,year,period,value,lower_ci,upper_ci,numerator,denominator,unit,population,measure_type,source_id,source_name,source_url
UK,E12000004,East Midlands,England,depression,Depression registered prevalence,2013,2013/14,7.349,7.323,7.375,279143,3798342,% registered prevalence,Registered patients aged 18+,QOF registered prevalence,848,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000004,East Midlands,England,depression,Depression registered prevalence,2014,2014/15,8.286,8.258,8.314,316634,3821277,% registered prevalence,Registered patients aged 18+,QOF registered prevalence,848,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000004,East Midlands,England,depression,Depression registered prevalence,2015,2015/16,9.123,9.095,9.152,353266,3872130,% registered prevalence,Registered patients aged 18+,QOF registered prevalence,848,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000004,East Midlands,England,depression,Depression registered prevalence,2016,2016/17,9.996,9.967,10.026,392732,3928721,% registered prevalence,Registered patients aged 18+,QOF registered prevalence,848,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000004,East Midlands,England,depression,Depression registered prevalence,2017,2017/18,10.773,10.743,10.804,429136,3983417,% registered prevalence,Registered patients aged 18+,QOF registered prevalence,848,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000004,East Midlands,England,depression,Depression registered prevalence,2018,2018/19,11.638,11.607,11.67,463003,3978265,% registered prevalence,Registered patients aged 18+,QOF registered prevalence,848,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000004,East Midlands,England,depression,Depression registered prevalence,2019,2019/20,12.385,12.353,12.417,503519,4065679,% registered prevalence,Registered patients aged 18+,QOF registered prevalence,848,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000004,East Midlands,England,depression,Depression registered prevalence,2020,2020/21,12.952,12.92,12.985,528581,4081003,% registered prevalence,Registered patients aged 18+,QOF registered prevalence,848,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000004,East Midlands,England,depression,Depression registered prevalence,2021,2021/22,13.43,13.398,13.463,555654,4137291,% registered prevalence,Registered patients aged 18+,QOF registered prevalence,848,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000004,East Midlands,England,depression,Depression registered prevalence,2022,2022/23,13.915,13.882,13.948,582373,4185238,% registered prevalence,Registered patients aged 18+,QOF registered prevalence,848,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000004,East Midlands,England,depression,Depression registered prevalence,2024,2024/25,14.75,14.716,14.783,633617,4295788,% registered prevalence,Registered patients aged 18+,QOF registered prevalence,848,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000004,East Midlands,England,diabetes,Diabetes registered prevalence,2012,2012/13,6.455,6.43,6.479,245735,3807031,% registered prevalence,Registered patients aged 17+,QOF registered prevalence,241,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000004,East Midlands,England,diabetes,Diabetes registered prevalence,2013,2013/14,6.644,6.619,6.669,256085,3854557,% registered prevalence,Registered patients aged 17+,QOF registered prevalence,241,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000004,East Midlands,England,diabetes,Diabetes registered prevalence,2014,2014/15,6.805,6.78,6.83,263824,3876839,% registered prevalence,Registered patients aged 17+,QOF registered prevalence,241,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000004,East Midlands,England,diabetes,Diabetes registered prevalence,2015,2015/16,6.97,6.945,6.995,273741,3927484,% registered prevalence,Registered patients aged 17+,QOF registered prevalence,241,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000004,East Midlands,England,diabetes,Diabetes registered prevalence,2016,2016/17,7.078,7.053,7.103,281922,3983179,% registered prevalence,Registered patients aged 17+,QOF registered prevalence,241,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000004,East Midlands,England,diabetes,Diabetes registered prevalence,2017,2017/18,7.218,7.193,7.244,291380,4036692,% registered prevalence,Registered patients aged 17+,QOF registered prevalence,241,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000004,East Midlands,England,diabetes,Diabetes registered prevalence,2018,2018/19,7.342,7.317,7.367,295883,4030028,% registered prevalence,Registered patients aged 17+,QOF registered prevalence,241,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000004,East Midlands,England,diabetes,Diabetes registered prevalence,2019,2019/20,7.437,7.412,7.463,306329,4118759,% registered prevalence,Registered patients aged 17+,QOF registered prevalence,241,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000004,East Midlands,England,diabetes,Diabetes registered prevalence,2020,2020/21,7.507,7.482,7.533,310525,4136342,% registered prevalence,Registered patients aged 17+,QOF registered prevalence,241,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000004,East Midlands,England,diabetes,Diabetes registered prevalence,2021,2021/22,7.726,7.7,7.751,323967,4193307,% registered prevalence,Registered patients aged 17+,QOF registered prevalence,241,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000004,East Midlands,England,diabetes,Diabetes registered prevalence,2022,2022/23,7.903,7.877,7.928,335338,4243305,% registered prevalence,Registered patients aged 17+,QOF registered prevalence,241,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000004,East Midlands,England,diabetes,Diabetes registered prevalence,2023,2023/24,8.112,8.086,8.138,349953,4314097,% registered prevalence,Registered patients aged 17+,QOF registered prevalence,241,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000004,East Midlands,England,diabetes,Diabetes registered prevalence,2024,2024/25,8.37,8.344,8.396,364868,4359362,% registered prevalence,Registered patients aged 17+,QOF registered prevalence,241,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000004,East Midlands,England,hypertension,Hypertension registered prevalence,2012,2012/13,14.287,14.255,14.318,675398,4727470,% registered prevalence,All registered patients,QOF registered prevalence,219,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000004,East Midlands,England,hypertension,Hypertension registered prevalence,2013,2013/14,14.387,14.355,14.418,685352,4763720,% registered prevalence,All registered patients,QOF registered prevalence,219,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000004,East Midlands,England,hypertension,Hypertension registered prevalence,2014,2014/15,14.456,14.425,14.488,692916,4793225,% registered prevalence,All registered patients,QOF registered prevalence,219,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000004,East Midlands,England,hypertension,Hypertension registered prevalence,2015,2015/16,14.519,14.488,14.55,704530,4852455,% registered prevalence,All registered patients,QOF registered prevalence,219,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000004,East Midlands,England,hypertension,Hypertension registered prevalence,2016,2016/17,14.576,14.545,14.608,717919,4925208,% registered prevalence,All registered patients,QOF registered prevalence,219,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000004,East Midlands,England,hypertension,Hypertension registered prevalence,2017,2017/18,14.646,14.615,14.677,730466,4987485,% registered prevalence,All registered patients,QOF registered prevalence,219,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000004,East Midlands,England,hypertension,Hypertension registered prevalence,2018,2018/19,14.759,14.728,14.79,734302,4975318,% registered prevalence,All registered patients,QOF registered prevalence,219,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000004,East Midlands,England,hypertension,Hypertension registered prevalence,2019,2019/20,14.879,14.848,14.91,755965,5080792,% registered prevalence,All registered patients,QOF registered prevalence,219,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000004,East Midlands,England,hypertension,Hypertension registered prevalence,2020,2020/21,14.786,14.755,14.817,753448,5095774,% registered prevalence,All registered patients,QOF registered prevalence,219,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000004,East Midlands,England,hypertension,Hypertension registered prevalence,2021,2021/22,14.924,14.893,14.955,770162,5160600,% registered prevalence,All registered patients,QOF registered prevalence,219,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000004,East Midlands,England,hypertension,Hypertension registered prevalence,2022,2022/23,15.368,15.337,15.399,801914,5218204,% registered prevalence,All registered patients,QOF registered prevalence,219,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000004,East Midlands,England,hypertension,Hypertension registered prevalence,2023,2023/24,15.864,15.833,15.895,840439,5297832,% registered prevalence,All registered patients,QOF registered prevalence,219,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000004,East Midlands,England,hypertension,Hypertension registered prevalence,2024,2024/25,16.458,16.426,16.489,878650,5338780,% registered prevalence,All registered patients,QOF registered prevalence,219,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000005,West Midlands,England,asthma,Asthma registered prevalence,2020,2020/21,6.601,6.581,6.621,391437,5930073,% registered prevalence,Registered patients aged 6+,QOF registered prevalence,90933,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000005,West Midlands,England,asthma,Asthma registered prevalence,2021,2021/22,6.636,6.616,6.656,399008,6013032,% registered prevalence,Registered patients aged 6+,QOF registered prevalence,90933,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000005,West Midlands,England,asthma,Asthma registered prevalence,2022,2022/23,6.665,6.645,6.684,406582,6100549,% registered prevalence,Registered patients aged 6+,QOF registered prevalence,90933,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000005,West Midlands,England,asthma,Asthma registered prevalence,2023,2023/24,6.639,6.62,6.659,412583,6214175,% registered prevalence,Registered patients aged 6+,QOF registered prevalence,90933,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000005,West Midlands,England,asthma,Asthma registered prevalence,2024,2024/25,6.645,6.625,6.664,417509,6283204,% registered prevalence,Registered patients aged 6+,QOF registered prevalence,90933,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000005,West Midlands,England,cancer,Cancer registered prevalence,2012,2012/13,1.961,1.95,1.972,115465,5889056,% registered prevalence,All registered patients,QOF registered prevalence,276,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000005,West Midlands,England,cancer,Cancer registered prevalence,2013,2013/14,2.126,2.114,2.138,125503,5903071,% registered prevalence,All registered patients,QOF registered prevalence,276,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000005,West Midlands,England,cancer,Cancer registered prevalence,2014,2014/15,2.286,2.275,2.299,136099,5952302,% registered prevalence,All registered patients,QOF registered prevalence,276,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000005,West Midlands,England,cancer,Cancer registered prevalence,2015,2015/16,2.422,2.409,2.434,146569,6052572,% registered prevalence,All registered patients,QOF registered prevalence,276,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000005,West Midlands,England,cancer,Cancer registered prevalence,2016,2016/17,2.547,2.535,2.56,149221,5857967,% registered prevalence,All registered patients,QOF registered prevalence,276,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000005,West Midlands,England,cancer,Cancer registered prevalence,2017,2017/18,2.724,2.711,2.737,168639,6190414,% registered prevalence,All registered patients,QOF registered prevalence,276,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000005,West Midlands,England,cancer,Cancer registered prevalence,2018,2018/19,2.966,2.953,2.979,185758,6262578,% registered prevalence,All registered patients,QOF registered prevalence,276,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000005,West Midlands,England,cancer,Cancer registered prevalence,2019,2019/20,3.106,3.093,3.12,196234,6317523,% registered prevalence,All registered patients,QOF registered prevalence,276,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000005,West Midlands,England,cancer,Cancer registered prevalence,2020,2020/21,3.178,3.165,3.192,201636,6343755,% registered prevalence,All registered patients,QOF registered prevalence,276,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000005,West Midlands,England,cancer,Cancer registered prevalence,2021,2021/22,3.312,3.298,3.325,212664,6421968,% registered prevalence,All registered patients,QOF registered prevalence,276,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000005,West Midlands,England,cancer,Cancer registered prevalence,2022,2022/23,3.453,3.439,3.467,224711,6507401,% registered prevalence,All registered patients,QOF registered prevalence,276,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
